date,station,effort,no.cameras,sides.used,model,obs
12/04/2015,AFV21a,1,2,ED,Bushnell,_
13/04/2015,AFV21a,1,2,ED,Bushnell,
13/03/2015,AFV26,1,2,ED,Bushnell,_
14/03/2015,AFV26,1,2,ED,Bushnell,_
15/03/2015,AFV26,1,2,ED,Bushnell,_
16/03/2015,AFV26,1,2,ED,Bushnell,_
17/03/2015,AFV26,1,2,ED,Bushnell,_
18/03/2015,AFV26,1,2,ED,Bushnell,_
19/03/2015,AFV26,1,2,eD,Bushnell,_
20/03/2015,AFV26,1,2,ED,Bushnell,_
21/03/2015,AFV26,1,2,ED,Bushnell,_
22/03/2015,AFV26,1,2,ED,Bushnell,_
23/03/2015,AFV26,1,2,ED,Bushnell,_
24/03/2015,AFV26,1,2,ED,Bushnell,_
25/03/2015,AFV26,1,2,ED,Bushnell,_
26/03/2015,AFV26,1,2,ED,Bushnell,_
27/03/2015,AFV26,1,2,ED,Bushnell,_
28/03/2015,AFV26,1,2,ED,Bushnell,_
29/03/2015,AFV26,1,2,ED,Bushnell,_
30/03/2015,AFV26,1,2,ED,Bushnell,_
31/03/2015,AFV26,1,2,ED,Bushnell,_
1/04/2015,AFV26,1,2,ED,Bushnell,_
2/04/2015,AFV26,1,2,ED,Bushnell,_
3/04/2015,AFV26,1,2,ED,Bushnell,_
4/04/2015,AFV26,1,2,ED,Bushnell,_
5/04/2015,AFV26,1,2,ED,Bushnell,_
6/04/2015,AFV26,1,2,ED,Bushnell,_
7/04/2015,AFV26,1,2,ED,Bushnell,_
8/04/2015,AFV26,1,2,ED,Bushnell,_
9/04/2015,AFV26,1,2,ED,Bushnell,_
10/04/2015,AFV26,1,2,ED,Bushnell,_
11/04/2015,AFV26,1,2,ED,Bushnell,_
12/04/2015,AFV26,1,2,ED,Bushnell,_
13/04/2015,AFV26,1,2,ED,Bushnell,_
13/03/2015,AFV27,1,1,D,Bushnell,_
14/03/2015,AFV27,1,1,D,Bushnell,_
15/03/2015,AFV27,1,1,D,Bushnell,_
16/03/2015,AFV27,1,1,D,Bushnell,_
17/03/2015,AFV27,1,1,D,Bushnell,_
18/03/2015,AFV27,1,1,D,Bushnell,_
19/03/2015,AFV27,1,1,D,Bushnell,_
20/03/2015,AFV27,1,1,D,Bushnell,_
21/03/2015,AFV27,1,1,D,Bushnell,_
22/03/2015,AFV27,1,1,D,Bushnell,_
23/03/2015,AFV27,1,1,D,Bushnell,_
24/03/2015,AFV27,1,1,D,Bushnell,_
25/03/2015,AFV27,1,1,D,Bushnell,_
26/03/2015,AFV27,1,1,D,Bushnell,_
27/03/2015,AFV27,1,1,D,Bushnell,_
28/03/2015,AFV27,1,1,D,Bushnell,_
29/03/2015,AFV27,1,1,D,Bushnell,_
30/03/2015,AFV27,1,1,D,Bushnell,_
31/03/2015,AFV27,1,1,D,Bushnell,_
1/04/2015,AFV27,1,1,D,Bushnell,_
2/04/2015,AFV27,1,1,D,Bushnell,_
3/04/2015,AFV27,1,1,D,Bushnell,_
4/04/2015,AFV27,1,1,D,Bushnell,_
5/04/2015,AFV27,1,1,D,Bushnell,_
6/04/2015,AFV27,1,1,D,Bushnell,_
7/04/2015,AFV27,1,1,D,Bushnell,_
8/04/2015,AFV27,1,1,D,Bushnell,_
9/04/2015,AFV27,1,1,D,Bushnell,_
10/04/2015,AFV27,1,1,D,Bushnell,_
11/04/2015,AFV27,1,1,D,Bushnell,_
12/04/2015,AFV27,1,1,D,Bushnell,_
13/04/2015,AFV27,1,1,D,Bushnell,_
13/03/2015,AFV28,1,1,D,Bushnell,_
14/03/2015,AFV28,1,1,D,Bushnell,_
15/03/2015,AFV28,1,1,D,Bushnell,_
16/03/2015,AFV28,1,1,D,Bushnell,_
17/03/2015,AFV28,1,1,D,Bushnell,_
18/03/2015,AFV28,1,1,D,Bushnell,_
19/03/2015,AFV28,1,1,D,Bushnell,_
20/03/2015,AFV28,1,1,D,Bushnell,_
21/03/2015,AFV28,1,1,D,Bushnell,_
22/03/2015,AFV28,1,1,D,Bushnell,_
23/03/2015,AFV28,1,1,D,Bushnell,_
24/03/2015,AFV28,1,1,D,Bushnell,_
25/03/2015,AFV28,1,1,D,Bushnell,_
26/03/2015,AFV28,1,1,D,Bushnell,_
27/03/2015,AFV28,1,1,D,Bushnell,_
28/03/2015,AFV28,1,1,D,Bushnell,_
29/03/2015,AFV28,1,1,D,Bushnell,_
30/03/2015,AFV28,1,1,D,Bushnell,_
31/03/2015,AFV28,1,1,D,Bushnell,_
1/04/2015,AFV28,1,1,D,Bushnell,_
2/04/2015,AFV28,1,1,D,Bushnell,_
3/04/2015,AFV28,1,1,D,Bushnell,_
4/04/2015,AFV28,1,1,D,Bushnell,_
5/04/2015,AFV28,1,1,D,Bushnell,_
6/04/2015,AFV28,1,1,D,Bushnell,_
7/04/2015,AFV28,1,1,D,Bushnell,_
8/04/2015,AFV28,1,1,D,Bushnell,_
9/04/2015,AFV28,1,1,D,Bushnell,_
10/04/2015,AFV28,1,1,D,Bushnell,_
11/04/2015,AFV28,1,1,D,Bushnell,_
12/04/2015,AFV28,1,1,D,Bushnell,_
13/04/2015,AFV28,1,1,D,Bushnell,_
13/03/2015,AFV29,1,1,D,Bushnell,_
14/03/2015,AFV29,1,1,D,Bushnell,_
15/03/2015,AFV29,1,1,D,Bushnell,_
16/03/2015,AFV29,1,1,D,Bushnell,_
17/03/2015,AFV29,1,1,D,Bushnell,_
18/03/2015,AFV29,1,1,D,Bushnell,_
19/03/2015,AFV29,1,1,D,Bushnell,_
20/03/2015,AFV29,0,0,NA,Bushnell,_
21/03/2015,AFV29,0,0,NA,Bushnell,_
22/03/2015,AFV29,0,0,NA,Bushnell,_
23/03/2015,AFV29,0,0,NA,Bushnell,_
24/03/2015,AFV29,0,0,NA,Bushnell,_
25/03/2015,AFV29,1,1,D,Bushnell,_
26/03/2015,AFV29,1,1,D,Bushnell,_
27/03/2015,AFV29,1,1,D,Bushnell,_
28/03/2015,AFV29,1,1,D,Bushnell,_
29/03/2015,AFV29,1,1,D,Bushnell,_
30/03/2015,AFV29,1,1,D,Bushnell,_
31/03/2015,AFV29,1,1,D,Bushnell,_
1/04/2015,AFV29,1,1,D,Bushnell,_
2/04/2015,AFV29,1,1,D,Bushnell,_
3/04/2015,AFV29,1,1,D,Bushnell,_
4/04/2015,AFV29,1,1,D,Bushnell,_
5/04/2015,AFV29,1,1,D,Bushnell,_
6/04/2015,AFV29,1,1,D,Bushnell,_
7/04/2015,AFV29,1,1,D,Bushnell,_
8/04/2015,AFV29,1,1,D,Bushnell,_
9/04/2015,AFV29,1,1,D,Bushnell,_
10/04/2015,AFV29,1,1,D,Bushnell,_
11/04/2015,AFV29,1,1,D,Bushnell,_
12/04/2015,AFV29,1,1,D,Bushnell,_
13/04/2015,AFV29,1,1,D,Bushnell,_
13/03/2015,AFV30,1,1,D,Bushnell,_
14/03/2015,AFV30,1,1,D,Bushnell,_
15/03/2015,AFV30,1,1,D,Bushnell,_
16/03/2015,AFV30,1,1,D,Bushnell,_
17/03/2015,AFV30,1,1,D,Bushnell,_
18/03/2015,AFV30,1,1,D,Bushnell,_
19/03/2015,AFV30,1,1,D,Bushnell,_
20/03/2015,AFV30,1,1,D,Bushnell,_
21/03/2015,AFV30,1,1,D,Bushnell,_
22/03/2015,AFV30,1,1,D,Bushnell,_
23/03/2015,AFV30,1,1,D,Bushnell,_
24/03/2015,AFV30,1,1,D,Bushnell,_
25/03/2015,AFV30,1,1,D,Bushnell,_
26/03/2015,AFV30,1,1,D,Bushnell,_
27/03/2015,AFV30,1,1,D,Bushnell,_
28/03/2015,AFV30,1,1,D,Bushnell,_
29/03/2015,AFV30,1,1,D,Bushnell,_
30/03/2015,AFV30,1,1,D,Bushnell,_
31/03/2015,AFV30,1,1,D,Bushnell,_
1/04/2015,AFV30,1,1,D,Bushnell,_
2/04/2015,AFV30,1,1,D,Bushnell,_
3/04/2015,AFV30,1,1,D,Bushnell,_
4/04/2015,AFV30,1,1,D,Bushnell,_
5/04/2015,AFV30,1,1,D,Bushnell,_
6/04/2015,AFV30,1,1,D,Bushnell,_
7/04/2015,AFV30,1,1,D,Bushnell,_
8/04/2015,AFV30,1,1,D,Bushnell,_
9/04/2015,AFV30,1,1,D,Bushnell,_
10/04/2015,AFV30,1,1,D,Bushnell,_
11/04/2015,AFV30,1,1,D,Bushnell,_
12/04/2015,AFV30,1,1,D,Bushnell,_
13/04/2015,AFV30,1,1,D,Bushnell,_
13/03/2015,AFV31,1,1,D,Bushnell,_
14/03/2015,AFV31,1,1,D,Bushnell,_
15/03/2015,AFV31,1,1,D,Bushnell,_
16/03/2015,AFV31,1,1,D,Bushnell,_
17/03/2015,AFV31,1,1,D,Bushnell,_
18/03/2015,AFV31,1,1,D,Bushnell,_
19/03/2015,AFV31,1,1,D,Bushnell,_
20/03/2015,AFV31,1,1,D,Bushnell,_
21/03/2015,AFV31,1,1,D,Bushnell,_
22/03/2015,AFV31,1,1,D,Bushnell,_
23/03/2015,AFV31,1,1,D,Bushnell,_
24/03/2015,AFV31,1,1,D,Bushnell,_
25/03/2015,AFV31,1,1,D,Bushnell,_
26/03/2015,AFV31,1,1,D,Bushnell,_
27/03/2015,AFV31,1,1,D,Bushnell,_
28/03/2015,AFV31,1,1,D,Bushnell,_
29/03/2015,AFV31,1,1,D,Bushnell,_
30/03/2015,AFV31,1,1,D,Bushnell,_
31/03/2015,AFV31,1,1,D,Bushnell,_
1/04/2015,AFV31,1,1,D,Bushnell,_
2/04/2015,AFV31,1,1,D,Bushnell,_
3/04/2015,AFV31,1,1,D,Bushnell,_
4/04/2015,AFV31,1,1,D,Bushnell,_
5/04/2015,AFV31,1,1,D,Bushnell,_
6/04/2015,AFV31,1,1,D,Bushnell,_
7/04/2015,AFV31,1,1,D,Bushnell,_
8/04/2015,AFV31,1,1,D,Bushnell,_
9/04/2015,AFV31,1,1,D,Bushnell,_
10/04/2015,AFV31,1,1,D,Bushnell,_
11/04/2015,AFV31,1,1,D,Bushnell,_
12/04/2015,AFV31,1,1,D,Bushnell,_
13/04/2015,AFV31,1,1,D,Bushnell,_
13/03/2015,AFV32,1,1,D,Bushnell,_
14/03/2015,AFV32,1,1,D,Bushnell,_
15/03/2015,AFV32,1,1,D,Bushnell,_
16/03/2015,AFV32,1,1,D,Bushnell,_
17/03/2015,AFV32,1,1,D,Bushnell,_
18/03/2015,AFV32,1,1,D,Bushnell,_
19/03/2015,AFV32,1,1,D,Bushnell,_
20/03/2015,AFV32,1,1,D,Bushnell,_
21/03/2015,AFV32,1,1,D,Bushnell,_
22/03/2015,AFV32,1,1,D,Bushnell,_
23/03/2015,AFV32,1,1,D,Bushnell,_
24/03/2015,AFV32,1,1,D,Bushnell,_
25/03/2015,AFV32,1,1,D,Bushnell,_
26/03/2015,AFV32,1,1,D,Bushnell,_
27/03/2015,AFV32,1,1,D,Bushnell,_
28/03/2015,AFV32,1,1,D,Bushnell,_
29/03/2015,AFV32,1,1,D,Bushnell,_
30/03/2015,AFV32,1,1,D,Bushnell,_
31/03/2015,AFV32,1,1,D,Bushnell,_
1/04/2015,AFV32,1,1,D,Bushnell,_
2/04/2015,AFV32,1,1,D,Bushnell,_
3/04/2015,AFV32,1,1,D,Bushnell,_
4/04/2015,AFV32,1,1,D,Bushnell,_
5/04/2015,AFV32,1,1,D,Bushnell,_
6/04/2015,AFV32,1,1,D,Bushnell,_
7/04/2015,AFV32,1,1,D,Bushnell,_
8/04/2015,AFV32,1,1,D,Bushnell,_
9/04/2015,AFV32,1,1,D,Bushnell,_
10/04/2015,AFV32,1,1,D,Bushnell,_
11/04/2015,AFV32,1,1,D,Bushnell,_
12/04/2015,AFV32,1,1,D,Bushnell,_
13/04/2015,AFV32,1,1,D,Bushnell,_
13/03/2015,AFV33,0,0,NA,NA,_
14/03/2015,AFV33,0,0,NA,NA,_
15/03/2015,AFV33,0,0,NA,NA,_
16/03/2015,AFV33,0,0,NA,NA,_
17/03/2015,AFV33,0,0,NA,NA,_
18/03/2015,AFV33,0,0,NA,NA,_
19/03/2015,AFV33,0,0,NA,NA,_
20/03/2015,AFV33,1,1,D,Bushnell,_
21/03/2015,AFV33,1,1,D,Bushnell,_
22/03/2015,AFV33,1,1,D,Bushnell,_
23/03/2015,AFV33,1,1,D,Bushnell,_
24/03/2015,AFV33,1,1,D,Bushnell,_
25/03/2015,AFV33,1,1,D,Bushnell,_
26/03/2015,AFV33,1,1,D,Bushnell,_
27/03/2015,AFV33,1,1,D,Bushnell,_
28/03/2015,AFV33,1,1,D,Bushnell,_
29/03/2015,AFV33,1,1,D,Bushnell,_
30/03/2015,AFV33,1,1,D,Bushnell,_
31/03/2015,AFV33,1,1,D,Bushnell,_
1/04/2015,AFV33,1,1,D,Bushnell,_
2/04/2015,AFV33,1,1,D,Bushnell,_
3/04/2015,AFV33,1,1,D,Bushnell,_
4/04/2015,AFV33,1,1,D,Bushnell,_
5/04/2015,AFV33,1,1,D,Bushnell,_
6/04/2015,AFV33,1,1,D,Bushnell,_
7/04/2015,AFV33,1,1,D,Bushnell,_
8/04/2015,AFV33,1,1,D,Bushnell,_
9/04/2015,AFV33,1,1,D,Bushnell,_
10/04/2015,AFV33,1,1,D,Bushnell,_
11/04/2015,AFV33,1,1,D,Bushnell,_
12/04/2015,AFV33,1,1,D,Bushnell,_
13/04/2015,AFV33,1,1,D,Bushnell,_
13/03/2015,AFV34,1,1,D,Bushnell,_
14/03/2015,AFV34,1,1,D,Bushnell,_
15/03/2015,AFV34,1,1,D,Bushnell,_
16/03/2015,AFV34,1,1,D,Bushnell,_
17/03/2015,AFV34,1,1,D,Bushnell,_
18/03/2015,AFV34,1,1,D,Bushnell,_
19/03/2015,AFV34,1,1,D,Bushnell,_
20/03/2015,AFV34,1,1,D,Bushnell,_
21/03/2015,AFV34,1,1,D,Bushnell,_
22/03/2015,AFV34,1,1,D,Bushnell,_
23/03/2015,AFV34,1,1,D,Bushnell,_
24/03/2015,AFV34,1,1,D,Bushnell,_
25/03/2015,AFV34,1,1,D,Bushnell,_
26/03/2015,AFV34,1,1,D,Bushnell,_
27/03/2015,AFV34,1,1,D,Bushnell,_
28/03/2015,AFV34,1,1,D,Bushnell,_
29/03/2015,AFV34,1,1,D,Bushnell,_
30/03/2015,AFV34,1,1,D,Bushnell,_
31/03/2015,AFV34,1,1,D,Bushnell,_
1/04/2015,AFV34,1,1,D,Bushnell,_
2/04/2015,AFV34,1,1,D,Bushnell,_
3/04/2015,AFV34,1,1,D,Bushnell,_
4/04/2015,AFV34,1,1,D,Bushnell,_
5/04/2015,AFV34,1,1,D,Bushnell,_
6/04/2015,AFV34,1,1,D,Bushnell,_
7/04/2015,AFV34,1,1,D,Bushnell,_
8/04/2015,AFV34,1,1,D,Bushnell,_
9/04/2015,AFV34,1,1,D,Bushnell,_
10/04/2015,AFV34,1,1,D,Bushnell,_
11/04/2015,AFV34,1,1,D,Bushnell,_
12/04/2015,AFV34,1,1,D,Bushnell,_
13/04/2015,AFV34,1,1,D,Bushnell,_
13/03/2015,AFV35,1,1,D,Bushnell,_
14/03/2015,AFV35,1,1,D,Bushnell,_
15/03/2015,AFV35,1,1,D,Bushnell,_
16/03/2015,AFV35,1,1,D,Bushnell,_
17/03/2015,AFV35,1,1,D,Bushnell,_
18/03/2015,AFV35,1,1,D,Bushnell,_
19/03/2015,AFV35,1,1,D,Bushnell,_
20/03/2015,AFV35,1,1,D,Bushnell,_
21/03/2015,AFV35,1,1,D,Bushnell,_
22/03/2015,AFV35,1,1,D,Bushnell,_
23/03/2015,AFV35,1,1,D,Bushnell,_
24/03/2015,AFV35,1,1,D,Bushnell,_
25/03/2015,AFV35,1,1,D,Bushnell,_
26/03/2015,AFV35,1,1,D,Bushnell,_
27/03/2015,AFV35,1,1,D,Bushnell,_
28/03/2015,AFV35,1,1,D,Bushnell,_
29/03/2015,AFV35,1,1,D,Bushnell,_
30/03/2015,AFV35,1,1,D,Bushnell,_
31/03/2015,AFV35,1,1,D,Bushnell,_
1/04/2015,AFV35,1,1,D,Bushnell,_
2/04/2015,AFV35,1,1,D,Bushnell,_
3/04/2015,AFV35,1,1,D,Bushnell,_
4/04/2015,AFV35,1,1,D,Bushnell,_
5/04/2015,AFV35,1,1,D,Bushnell,_
6/04/2015,AFV35,1,1,D,Bushnell,_
7/04/2015,AFV35,1,1,D,Bushnell,_
8/04/2015,AFV35,1,1,D,Bushnell,_
9/04/2015,AFV35,1,1,D,Bushnell,_
10/04/2015,AFV35,1,1,D,Bushnell,_
11/04/2015,AFV35,1,1,D,Bushnell,_
12/04/2015,AFV35,1,1,D,Bushnell,_
13/04/2015,AFV35,1,1,D,Bushnell,_
13/03/2015,AFV36,1,1,D,Bushnell,_
14/03/2015,AFV36,1,1,D,Bushnell,_
15/03/2015,AFV36,1,1,D,Bushnell,_
16/03/2015,AFV36,1,1,D,Bushnell,_
17/03/2015,AFV36,1,1,D,Bushnell,_
18/03/2015,AFV36,1,1,D,Bushnell,_
19/03/2015,AFV36,1,1,D,Bushnell,_
20/03/2015,AFV36,1,1,D,Bushnell,_
21/03/2015,AFV36,1,1,D,Bushnell,_
22/03/2015,AFV36,1,1,D,Bushnell,_
23/03/2015,AFV36,1,1,D,Bushnell,_
24/03/2015,AFV36,1,1,D,Bushnell,_
25/03/2015,AFV36,1,1,D,Bushnell,_
26/03/2015,AFV36,1,1,D,Bushnell,_
27/03/2015,AFV36,1,1,D,Bushnell,_
28/03/2015,AFV36,1,1,D,Bushnell,_
29/03/2015,AFV36,1,1,D,Bushnell,_
30/03/2015,AFV36,1,1,D,Bushnell,_
31/03/2015,AFV36,1,1,D,Bushnell,_
1/04/2015,AFV36,1,1,D,Bushnell,_
2/04/2015,AFV36,1,1,D,Bushnell,_
3/04/2015,AFV36,1,1,D,Bushnell,_
4/04/2015,AFV36,1,1,D,Bushnell,_
5/04/2015,AFV36,1,1,D,Bushnell,_
6/04/2015,AFV36,1,1,D,Bushnell,_
7/04/2015,AFV36,1,1,D,Bushnell,_
8/04/2015,AFV36,1,1,D,Bushnell,_
9/04/2015,AFV36,1,1,D,Bushnell,_
10/04/2015,AFV36,1,1,D,Bushnell,_
11/04/2015,AFV36,1,1,D,Bushnell,_
12/04/2015,AFV36,1,1,D,Bushnell,_
13/04/2015,AFV36,1,1,D,Bushnell,_
13/03/2015,AFV37,1,1,D,Bushnell,_
14/03/2015,AFV37,1,1,D,Bushnell,_
15/03/2015,AFV37,1,1,D,Bushnell,_
16/03/2015,AFV37,1,1,D,Bushnell,_
17/03/2015,AFV37,1,1,D,Bushnell,_
18/03/2015,AFV37,1,1,D,Bushnell,_
19/03/2015,AFV37,1,1,D,Bushnell,_
20/03/2015,AFV37,1,1,D,Bushnell,_
21/03/2015,AFV37,1,1,D,Bushnell,_
22/03/2015,AFV37,1,1,D,Bushnell,_
23/03/2015,AFV37,1,1,D,Bushnell,_
24/03/2015,AFV37,1,1,D,Bushnell,_
25/03/2015,AFV37,1,1,D,Bushnell,_
26/03/2015,AFV37,1,1,D,Bushnell,_
27/03/2015,AFV37,1,1,D,Bushnell,_
28/03/2015,AFV37,1,1,D,Bushnell,_
29/03/2015,AFV37,1,1,D,Bushnell,_
30/03/2015,AFV37,1,1,D,Bushnell,_
31/03/2015,AFV37,1,1,D,Bushnell,_
1/04/2015,AFV37,1,1,D,Bushnell,_
2/04/2015,AFV37,1,1,D,Bushnell,_
3/04/2015,AFV37,1,1,D,Bushnell,_
4/04/2015,AFV37,1,1,D,Bushnell,_
5/04/2015,AFV37,1,1,D,Bushnell,_
6/04/2015,AFV37,1,1,D,Bushnell,_
7/04/2015,AFV37,1,1,D,Bushnell,_
8/04/2015,AFV37,1,1,D,Bushnell,_
9/04/2015,AFV37,1,1,D,Bushnell,_
10/04/2015,AFV37,1,1,D,Bushnell,_
11/04/2015,AFV37,1,1,D,Bushnell,_
12/04/2015,AFV37,1,1,D,Bushnell,_
13/04/2015,AFV37,1,1,D,Bushnell,_
